Kind;Name;Type;Description
bigquery.v2.table;schema.fields[].type;string;[Required] The field data type. Possible values include STRING, BYTES, INTEGER, INT64 (same as INTEGER), FLOAT, FLOAT64 (same as FLOAT), BOOLEAN, BOOL (same as BOOLEAN), TIMESTAMP, DATE, TIME, DATETIME, RECORD (where RECORD indicates that the field contains a nested schema) or STRUCT (same as RECORD).
bigquery.v2.table;selfLink;string;[Output-only] A URL that can be used to access this resource again.
bigquery.v2.table;streamingBuffer;nested object;[Output-only] Contains information regarding this table's streaming buffer, if one is present. This field will be absent if the table is not being streamed to or if there is no data in the streaming buffer.
bigquery.v2.table;streamingBuffer.estimatedBytes;unsigned long;[Output-only] A lower-bound estimate of the number of bytes currently in the streaming buffer.
bigquery.v2.table;streamingBuffer.estimatedRows;unsigned long;[Output-only] A lower-bound estimate of the number of rows currently in the streaming buffer.
bigquery.v2.table;streamingBuffer.oldestEntryTime;unsigned long;[Output-only] Contains the timestamp of the oldest entry in the streaming buffer, in milliseconds since the epoch, if the streaming buffer is available.
bigquery.v2.table;tableReference;nested object;[Required] Reference describing the ID of this table.
bigquery.v2.table;tableReference.datasetId;string;[Required] The ID of the dataset containing this table.
bigquery.v2.table;tableReference.projectId;string;[Required] The ID of the project containing this table.
bigquery.v2.table;tableReference.tableId;string;[Required] The ID of the table. The ID must contain only letters (a-z, A-Z), numbers (0-9), or underscores (_). The maximum length is 1,024 characters.
bigquery.v2.table;timePartitioning;nested object;[Experimental] If specified, configures time-based partitioning for this table.
bigquery.v2.table;timePartitioning.expirationMs;long;[Optional] Number of milliseconds for which to keep the storage for a partition.
bigquery.v2.table;timePartitioning.type;string;[Required] The only type supported is DAY, which will generate one partition per day based on data loading time.
bigquery.v2.table;type;string;[Output-only] Describes the table type. The following values are supported: TABLE: A normal BigQuery table.  VIEW: A virtual table defined by a SQL query. For more information, see views. EXTERNAL: A table that references data stored in an external storage system, such as Google Cloud Storage.The default value is TABLE.
bigquery.v2.table;view;nested object;[Optional] The view definition.
bigquery.v2.table;view.query;string;[Required] A query that BigQuery executes when the view is referenced.
bigquery.v2.table;view.useLegacySql;boolean;Specifies whether to use BigQuery's legacy SQL for this view. The default value is true. If set to false, the view will use BigQuery's standard SQL: https://cloud.google.com/bigquery/sql-reference/ Queries and views that reference this view must use the same flag value.
bigquery.v2.table;view.userDefinedFunctionResources[];list;Describes user-defined function resources used in the query.
bigquery.v2.table;view.userDefinedFunctionResources[].inlineCode;string;[Pick one] An inline resource that contains code for a user-defined function (UDF). Providing a inline code resource is equivalent to providing a URI for a file containing the same code.
bigquery.v2.table;view.userDefinedFunctionResources[].resourceUri;string;[Pick one] A code resource to load from a Google Cloud Storage URI (gs://bucket/path).
clouduseraccounts.beta.group;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
clouduseraccounts.beta.group;description;string;An optional textual description of the resource; provided by the client when the resource is created.
clouduseraccounts.beta.group;id;unsigned long;[Output Only] Unique identifier for the resource; defined by the server.
clouduseraccounts.beta.group;kind;string;[Output Only] Type of the resource. Always clouduseraccounts#group for groups.
clouduseraccounts.beta.group;members[];list;[Output Only] A list of URLs to User resources who belong to the group. Users may only be members of groups in the same project.
clouduseraccounts.beta.group;name;string;Name of the resource; provided by the client when the resource is created.
clouduseraccounts.beta.group;selfLink;string;[Output Only] Server defined URL for the resource.
clouduseraccounts.beta.user;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
clouduseraccounts.beta.user;description;string;An optional textual description of the resource; provided by the client when the resource is created.
clouduseraccounts.beta.user;groups[];list;[Output Only] A list of URLs to Group resources who contain the user. Users are only members of groups in the same project.
clouduseraccounts.beta.user;id;unsigned long;[Output Only] Unique identifier for the resource; defined by the server.
clouduseraccounts.beta.user;kind;string;[Output Only] Type of the resource. Always clouduseraccounts#user for users.
clouduseraccounts.beta.user;name;string;Name of the resource; provided by the client when the resource is created.
clouduseraccounts.beta.user;owner;string;Email address of account's owner. This account will be validated to make sure it exists. The email can belong to any domain, but it must be tied to a Google account.
clouduseraccounts.beta.user;publicKeys[];list;[Output Only] Public keys that this user may use to login.
clouduseraccounts.beta.user;publicKeys[].creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
clouduseraccounts.beta.user;publicKeys[].description;string;An optional textual description of the resource; provided by the client when the resource is created.
clouduseraccounts.beta.user;publicKeys[].expirationTimestamp;string;Optional expiration timestamp. If provided, the timestamp must be in RFC3339 text format. If not provided, the public key never expires.
clouduseraccounts.beta.user;publicKeys[].fingerprint;string;[Output Only] The fingerprint of the key is defined by RFC4716 to be the MD5 digest of the public key.
